Hour,Minute,Second,Leq1s
7,35,52,51.05
7,35,53,51.26
7,35,54,52.16
7,35,55,52.18
7,35,56,61.09
7,35,57,53.11
7,35,58,57.01
7,35,59,55.84
7,36,0,54.68
7,36,1,54.46
7,36,2,52.37
7,36,3,52.22
7,36,4,52.88
7,36,5,52.29
7,36,6,61.38
7,36,7,50.48
7,36,8,50.32
7,36,9,50.37
7,36,10,49.97
7,36,11,50.58
7,36,12,52.19
7,36,13,50.58
7,36,14,54.7
7,36,15,53.8
7,36,16,61.6
7,36,17,55.6
7,36,18,54.05
7,36,19,54.98
7,36,20,56.17
7,36,21,56.99
7,36,22,56.65
7,36,23,53.6
7,36,24,53.3
7,36,25,52.38
7,36,26,61.05
7,36,27,55.69
7,36,28,56.69
7,36,29,55.74
7,36,30,52.88
7,36,31,52.62
7,36,32,52.6
7,36,33,52.15
7,36,34,51.35
7,36,35,52.76
7,36,36,61.71
7,36,37,60.18
7,36,38,62.95
7,36,39,63.23
7,36,41,63.48
7,36,42,62.03
7,36,43,60.36
7,36,44,56.2
7,36,45,52.85
7,36,46,50.72
7,36,47,61.22
7,36,48,49.19
7,36,49,48.77
7,36,50,49.46
7,36,51,50.63
7,36,52,52.59
7,36,53,52.87
7,36,54,51.65
7,36,55,50.61
7,36,56,50.97
7,36,57,61.45
7,36,58,51.05
7,36,59,50.81
7,37,0,51.02
7,37,1,49.53
7,37,2,49.38
7,37,3,49.52
7,37,4,51.53
7,37,5,53.69
7,37,6,56.78
7,37,7,61.46
7,37,8,58.26
7,37,9,57.45
7,37,10,55.49
7,37,11,53.55
7,37,12,53.08
7,37,13,47.92
7,37,14,46.68
7,37,15,46.37
7,37,16,47.04
7,37,17,60.8
7,37,18,49.89
7,37,19,45.65
7,37,20,45.66
7,37,21,45.86
7,37,22,45.82
7,37,23,45.94
7,37,24,45.8
7,37,25,46.65
7,37,26,47.33
7,37,27,61.08
7,37,28,49.62
7,37,29,47.28
7,37,30,45.16
7,37,31,45.38
7,37,32,45.27
7,37,33,45.63
7,37,34,45.39
7,37,35,46.12
7,37,36,45.96
7,37,37,60.5
7,37,38,46.59
7,37,39,46.77
7,37,40,45.46
7,37,41,48.73
7,37,42,46.21
7,37,43,46.87
7,37,44,48.31
7,37,45,51.26
7,37,46,53.69
7,37,47,61.28
7,37,48,52.39
7,37,49,49.59
7,37,50,48.71
7,37,51,47.63
7,37,52,46.77
7,37,53,46.87
7,37,54,46.76
7,37,55,47.16
7,37,56,50.45
7,37,57,61.53
7,37,58,55.43
7,37,59,54.18
7,38,0,50.57
7,38,1,50.89
7,38,2,49.53
7,38,3,49.07
7,38,4,48.03
7,38,5,49.31
7,38,6,50.52
7,38,7,60.89
7,38,8,52.79
7,38,9,53.35
7,38,10,53.07
7,38,11,52.79
7,38,12,51.54
7,38,13,49.63
7,38,14,50.44
7,38,15,52.35
7,38,16,53.26
7,38,17,60.84
7,38,18,54.54
7,38,19,55.04
7,38,20,55.81
7,38,21,54.48
7,38,22,53.2
7,38,23,53.02
7,38,24,53.26
7,38,25,53.8
7,38,26,55.2
7,38,27,61.12
7,38,28,52.39
7,38,29,51.26
7,38,30,50.63
7,38,31,50.56
7,38,32,49.15
7,38,33,48.03
7,38,34,47.37
7,38,35,46.58
7,38,36,46.25
7,38,38,60.6
7,38,39,46.46
7,38,40,46.45
7,38,41,47.31
7,38,42,47.96
7,38,43,52.23
7,38,44,54.52
7,38,45,56.77
7,38,46,58.62
7,38,47,57.52
7,38,48,61.76
7,38,49,54.71
7,38,50,54.08
7,38,51,54.32
7,38,52,55.93
7,38,53,59.12
7,38,54,58.9
7,38,55,56.87
7,38,56,54.1
7,38,57,51.73
7,38,58,73.84
7,38,59,47.7
7,39,0,45.29
7,39,1,45.0
7,39,2,47.09
7,39,3,50.31
7,39,4,47.06
7,39,5,46.06
7,39,6,45.65
7,39,7,45.24
7,39,8,60.48
7,39,9,45.45
7,39,10,46.18
7,39,11,45.11
7,39,12,45.74
7,39,13,46.54
7,39,14,46.33
7,39,15,46.72
7,39,16,47.12
7,39,17,47.29
7,39,18,60.34
7,39,19,47.09
7,39,20,47.65
7,39,21,49.46
7,39,22,77.09
7,39,23,53.58
7,39,24,51.56
7,39,25,49.23
7,39,26,49.3
7,39,27,52.01
7,39,28,61.04
7,39,29,51.04
7,39,30,48.9
7,39,31,48.16
7,39,32,48.29
7,39,33,47.55
7,39,34,48.33
7,39,35,48.68
7,39,36,51.31
7,39,37,52.89
7,39,38,61.56
7,39,39,52.2
7,39,40,54.72
7,39,41,54.13
7,39,42,54.38
7,39,43,56.64
7,39,44,54.71
7,39,45,54.65
7,39,46,57.39
7,39,47,57.1
7,39,48,61.58
7,39,49,52.0
7,39,50,51.09
7,39,51,51.33
7,39,52,50.62
7,39,53,51.01
7,39,54,51.95
7,39,55,52.07
7,39,56,51.3
7,39,57,52.01
7,39,58,61.27
7,39,59,51.29
7,40,0,49.97
7,40,1,49.13
7,40,2,51.89
7,40,3,49.58
7,40,4,50.49
7,40,5,51.4
7,40,6,50.96
7,40,7,51.64
7,40,8,61.12
7,40,9,51.66
7,40,10,52.92
7,40,11,53.25
7,40,12,49.32
7,40,13,49.83
7,40,14,53.05
7,40,15,53.31
7,40,16,51.64
7,40,17,50.21
7,40,18,60.35
7,40,19,50.76
7,40,20,49.79
7,40,21,50.53
7,40,22,52.27
7,40,23,50.49
7,40,24,50.37
7,40,25,51.35
7,40,26,49.2
7,40,27,52.7
7,40,28,61.96
7,40,29,57.55
7,40,30,55.57
7,40,31,56.86
7,40,32,55.43
7,40,34,54.17
7,40,35,53.87
7,40,36,53.35
7,40,37,54.22
7,40,38,53.93
7,40,39,61.67
7,40,40,50.24
7,40,41,50.05
7,40,42,50.66
7,40,43,54.33
7,40,44,54.94
7,40,45,55.35
7,40,46,54.3
7,40,47,51.41
7,40,48,49.71
7,40,49,60.71
7,40,50,49.47
7,40,51,50.68
7,40,52,54.23
7,40,53,53.67
7,40,54,51.46
7,40,55,50.02
7,40,56,50.35
7,40,57,51.06
7,40,58,52.94
7,40,59,61.4
7,41,0,53.88
7,41,1,51.28
7,41,2,49.91
7,41,3,48.7
7,41,4,47.98
7,41,5,48.44
7,41,6,47.43
7,41,7,47.77
7,41,8,48.72
7,41,9,63.57
7,41,10,53.88
7,41,11,52.32
7,41,12,52.08
7,41,13,51.6
7,41,14,53.26
7,41,15,56.21
7,41,16,57.45
7,41,17,58.18
7,41,18,60.21
7,41,19,61.45
7,41,20,59.33
7,41,21,58.35
7,41,22,56.16
7,41,23,54.12
7,41,24,52.08
7,41,25,50.8
7,41,26,50.83
7,41,27,50.79
7,41,28,51.85
7,41,29,61.18
7,41,30,55.34
7,41,31,56.3
7,41,32,55.07
7,41,33,53.58
7,41,34,52.73
7,41,35,52.29
7,41,36,51.94
7,41,37,51.88
7,41,38,52.57
7,41,39,60.83
7,41,40,51.05
7,41,41,51.75
7,41,42,52.93
7,41,43,52.34
7,41,44,51.4
7,41,45,50.4
7,41,46,52.29
7,41,47,54.01
7,41,48,54.78
7,41,49,60.97
7,41,50,53.0
7,41,51,51.11
7,41,52,49.85
7,41,53,49.68
7,41,54,50.38
7,41,55,52.87
7,41,56,53.85
7,41,57,53.28
7,41,58,56.09
7,41,59,61.18
7,42,0,53.94
7,42,1,52.63
7,42,2,50.96
7,42,3,50.17
7,42,4,50.26
7,42,5,49.31
7,42,6,50.02
7,42,7,49.65
7,42,8,50.29
7,42,9,60.64
7,42,10,53.68
7,42,11,53.96
7,42,12,54.84
7,42,13,54.04
7,42,14,52.44
7,42,15,50.5
7,42,16,50.39
7,42,17,48.2
7,42,18,47.65
7,42,19,60.81
7,42,20,46.62
7,42,21,46.14
7,42,22,47.31
7,42,23,47.77
7,42,24,48.16
7,42,25,48.54
7,42,26,48.77
7,42,27,48.82
7,42,28,49.59
7,42,29,61.06
7,42,31,53.84
7,42,32,53.9
7,42,33,53.97
7,42,34,56.13
7,42,35,55.61
7,42,36,52.83
7,42,37,50.54
7,42,38,50.14
7,42,39,50.25
7,42,40,61.14
7,42,41,54.88
7,42,42,56.1
7,42,43,57.77
7,42,44,57.64
7,42,45,56.82
7,42,46,54.19
7,42,47,51.43
7,42,48,49.85
7,42,49,52.03
7,42,50,61.38
7,42,51,49.38
7,42,52,46.97
7,42,53,46.5
7,42,54,46.95
7,42,55,49.06
7,42,56,49.36
7,42,57,48.6
7,42,58,49.99
7,42,59,50.85
7,43,0,61.42
7,43,1,52.51
7,43,2,50.81
7,43,3,50.27
7,43,4,49.56
7,43,5,48.49
7,43,6,49.09
7,43,7,51.54
7,43,8,55.12
7,43,9,55.35
7,43,10,61.31
7,43,11,53.58
7,43,12,51.93
7,43,13,52.28
7,43,14,52.39
7,43,15,52.36
7,43,16,51.7
7,43,17,49.95
7,43,18,50.27
7,43,19,52.94
7,43,20,61.58
7,43,21,54.54
7,43,22,53.05
7,43,23,50.66
7,43,24,49.35
7,43,25,49.16
7,43,26,48.91
7,43,27,47.97
7,43,28,46.79
7,43,29,45.59
7,43,30,60.9
7,43,31,45.35
7,43,32,45.95
7,43,33,44.39
7,43,34,44.81
7,43,35,51.38
7,43,36,50.62
7,43,37,44.74
7,43,38,45.39
7,43,39,46.15
7,43,40,69.31
7,43,41,48.29
7,43,42,52.23
7,43,43,49.54
7,43,44,48.09
7,43,45,48.74
7,43,46,52.72
7,43,47,55.88
7,43,48,60.6
7,43,49,67.32
7,43,50,75.42
7,43,51,78.15
7,43,52,73.72
7,43,53,64.46
7,43,54,60.3
7,43,55,57.91
7,43,56,55.75
7,43,57,54.34
7,43,58,54.68
7,43,59,54.45
7,44,0,61.55
7,44,1,52.72
7,44,2,50.17
7,44,3,48.41
7,44,4,48.67
7,44,5,48.48
7,44,6,48.29
7,44,7,49.91
7,44,8,51.59
7,44,9,51.46
7,44,10,61.02
7,44,11,49.03
7,44,12,47.51
7,44,13,50.61
7,44,14,48.82
7,44,15,48.92
7,44,16,48.36
7,44,17,48.33
7,44,18,48.17
7,44,19,48.51
7,44,20,60.83
7,44,21,52.56
7,44,22,52.22
7,44,23,48.33
7,44,24,46.67
7,44,25,45.99
7,44,27,45.06
7,44,28,44.84
7,44,29,44.41
7,44,30,45.04
7,44,31,60.64
7,44,32,45.61
7,44,33,45.75
7,44,34,45.71
7,44,35,45.56
7,44,36,45.71
7,44,37,46.07
7,44,38,46.26
7,44,39,47.34
7,44,40,50.13
7,44,41,61.1
7,44,42,50.38
7,44,43,51.05
7,44,44,51.83
7,44,45,53.89
7,44,46,53.82
7,44,47,50.44
7,44,48,50.23
7,44,49,52.3
7,44,50,52.13
7,44,51,61.43
7,44,52,49.18
7,44,53,47.65
7,44,54,47.12
7,44,55,47.99
7,44,56,49.96
7,44,57,51.22
7,44,58,52.16
7,44,59,51.98
7,45,0,51.91
7,45,1,61.37
7,45,2,54.1
7,45,3,53.15
7,45,4,53.25
7,45,5,53.1
7,45,6,53.19
7,45,7,53.31
7,45,8,53.5
7,45,9,53.63
7,45,10,52.07
7,45,11,60.84
7,45,12,50.06
7,45,13,50.13
7,45,14,52.32
7,45,15,52.5
7,45,16,51.21
7,45,17,49.48
7,45,18,48.77
7,45,19,49.19
7,45,20,50.39
7,45,21,60.9
7,45,22,47.74
7,45,23,46.27
7,45,24,45.56
7,45,25,46.05
7,45,26,47.38
7,45,27,49.83
7,45,28,52.88
7,45,29,53.97
7,45,30,54.66
7,45,31,61.73
7,45,32,54.53
7,45,33,56.63
7,45,34,58.99
7,45,35,60.47
7,45,36,60.12
7,45,37,60.71
7,45,38,65.9
7,45,39,64.55
7,45,40,62.41
7,45,41,61.8
7,45,42,54.3
7,45,43,52.56
7,45,44,49.82
7,45,45,48.77
7,45,46,48.05
7,45,47,46.96
7,45,48,47.2
7,45,49,48.74
7,45,50,46.58
7,45,51,60.83
7,45,52,46.18
7,45,53,46.16
7,45,54,47.04
7,45,55,47.87
7,45,56,47.86
7,45,57,48.41
7,45,58,49.2
7,45,59,49.79
7,46,0,52.0
7,46,1,61.27
7,46,2,56.43
7,46,3,56.45
7,46,4,57.8
7,46,5,57.43
7,46,6,58.92
7,46,7,59.26
7,46,8,57.05
7,46,9,54.47
7,46,10,52.19
7,46,11,60.89
7,46,12,48.58
7,46,13,47.46
7,46,14,47.62
7,46,15,47.79
7,46,16,51.31
7,46,17,55.62
7,46,18,56.85
7,46,19,59.2
7,46,20,58.33
7,46,21,62.62
7,46,22,58.57
7,46,24,57.27
7,46,25,58.21
7,46,26,58.44
7,46,27,56.81
7,46,28,56.01
7,46,29,54.98
7,46,30,56.05
7,46,31,55.67
7,46,32,61.16
7,46,33,56.39
7,46,34,56.61
7,46,35,57.43
7,46,36,57.54
7,46,37,52.37
7,46,38,52.29
7,46,39,51.37
7,46,40,51.39
7,46,41,51.08
7,46,42,60.7
7,46,43,50.86
7,46,44,50.9
7,46,45,51.0
7,46,46,49.96
7,46,47,49.69
7,46,48,49.24
7,46,49,49.44
7,46,50,50.72
7,46,51,52.75
7,46,52,61.26
7,46,53,54.56
7,46,54,53.6
7,46,55,51.18
7,46,56,49.67
7,46,57,49.85
7,46,58,48.82
7,46,59,47.77
7,47,0,46.51
7,47,1,46.62
7,47,2,60.88
7,47,3,45.43
7,47,4,45.84
7,47,5,45.83
7,47,6,44.86
7,47,7,44.75
7,47,8,44.82
7,47,9,44.85
7,47,10,47.4
7,47,11,49.22
7,47,12,61.22
7,47,13,52.94
7,47,14,53.79
7,47,15,53.46
7,47,16,51.2
7,47,17,48.8
7,47,18,47.31
7,47,19,46.49
7,47,20,45.96
7,47,21,44.61
7,47,22,60.71
7,47,23,44.73
7,47,24,46.97
7,47,25,45.15
7,47,26,45.5
7,47,27,46.02
7,47,28,47.58
7,47,29,50.31
7,47,30,50.07
7,47,31,53.7
7,47,32,61.17
7,47,33,50.22
7,47,34,47.08
7,47,35,45.26
7,47,36,44.19
7,47,37,43.9
7,47,38,43.13
7,47,39,42.59
7,47,40,43.29
7,47,41,44.55
7,47,42,60.66
7,47,43,44.38
7,47,44,44.26
7,47,45,43.93
7,47,46,43.59
7,47,47,43.43
7,47,48,43.26
7,47,49,43.9
7,47,50,42.8
7,47,51,43.82
7,47,52,60.62
7,47,53,44.2
7,47,54,46.51
7,47,55,46.15
7,47,56,46.43
7,47,57,49.7
7,47,58,53.12
7,47,59,54.04
7,48,0,56.38
7,48,1,54.23
7,48,2,62.07
7,48,3,54.71
7,48,4,51.91
7,48,5,52.91
7,48,6,52.28
7,48,7,51.67
7,48,8,50.9
7,48,9,51.97
7,48,10,52.28
7,48,11,52.26
7,48,12,60.94
7,48,13,49.78
7,48,14,50.06
7,48,15,51.15
7,48,16,51.89
7,48,17,52.56
7,48,18,52.29
7,48,19,50.28
7,48,21,50.87
7,48,22,51.13
7,48,23,60.78
7,48,24,50.92
7,48,25,51.68
7,48,26,52.93
7,48,27,53.68
7,48,28,53.8
7,48,29,53.33
7,48,30,51.87
7,48,31,51.47
7,48,32,52.03
7,48,33,60.96
7,48,34,52.09
7,48,35,52.29
7,48,36,51.71
7,48,37,50.43
7,48,38,50.09
7,48,39,52.35
7,48,40,51.4
7,48,41,50.91
7,48,42,51.72
7,48,43,60.87
7,48,44,49.88
7,48,45,51.5
7,48,46,50.87
7,48,47,50.03
7,48,48,51.91
7,48,49,55.38
7,48,50,57.38
7,48,51,58.46
7,48,52,56.93
7,48,53,62.71
7,48,54,63.92
7,48,55,66.04
7,48,56,65.97
7,48,57,62.32
7,48,58,59.48
7,48,59,54.56
7,49,0,52.04
7,49,1,48.88
7,49,2,46.35
7,49,3,60.73
7,49,4,44.54
7,49,5,44.62
7,49,6,45.3
7,49,7,46.18
7,49,8,47.26
7,49,9,46.64
7,49,10,46.97
7,49,11,48.39
7,49,12,51.85
7,49,13,61.4
7,49,14,53.51
7,49,15,51.87
7,49,16,51.81
7,49,17,55.18
7,49,18,55.69
7,49,19,54.43
7,49,20,55.37
7,49,21,56.36
7,49,22,53.93
7,49,23,60.76
7,49,24,49.65
7,49,25,49.3
7,49,26,50.47
7,49,27,51.33
7,49,28,50.41
7,49,29,49.34
7,49,30,52.66
7,49,31,51.97
7,49,32,46.34
7,49,33,59.85
7,49,34,45.98
7,49,35,45.6
7,49,36,47.01
7,49,37,47.92
7,49,38,48.51
7,49,39,49.65
7,49,40,50.76
7,49,41,52.82
7,49,42,54.73
7,49,43,62.29
7,49,44,58.89
7,49,45,57.9
7,49,46,55.59
7,49,47,54.49
7,49,48,52.79
7,49,49,54.37
7,49,50,55.09
7,49,51,57.35
7,49,52,58.27
7,49,53,61.95
7,49,54,55.56
7,49,55,53.43
7,49,56,52.86
7,49,57,53.55
7,49,58,52.69
7,49,59,51.86
7,50,0,50.55
7,50,1,49.87
7,50,2,51.44
7,50,3,61.05
7,50,4,50.34
7,50,5,52.21
7,50,6,49.65
7,50,7,49.56
7,50,8,50.81
7,50,9,52.05
7,50,10,52.14
7,50,11,53.01
7,50,12,52.67
7,50,13,61.0
7,50,14,50.7
7,50,15,49.09
7,50,17,49.45
7,50,18,49.66
7,50,19,48.43
7,50,20,48.96
7,50,21,48.52
7,50,22,47.39
7,50,23,46.21
7,50,24,60.63
7,50,25,45.53
7,50,26,46.13
7,50,27,46.05
7,50,28,45.97
7,50,29,46.38
7,50,30,46.51
7,50,31,46.99
7,50,32,48.11
7,50,33,50.73
7,50,34,60.97
7,50,35,51.38
7,50,36,49.77
7,50,37,50.28
7,50,38,53.62
7,50,39,53.32
7,50,40,51.78
7,50,41,49.63
7,50,42,48.69
7,50,43,47.55
7,50,44,61.3
7,50,45,45.78
7,50,46,45.37
7,50,47,45.54
7,50,48,46.06
7,50,49,46.5
7,50,50,47.66
7,50,51,48.85
7,50,52,50.26
7,50,53,54.13
7,50,54,61.78
7,50,55,56.53
7,50,56,59.78
7,50,57,57.58
7,50,58,54.7
7,50,59,56.9
7,51,0,54.48
7,51,1,50.44
7,51,2,48.5
7,51,3,46.89
7,51,4,60.71
7,51,5,46.76
7,51,6,47.31
7,51,7,47.29
7,51,8,48.08
7,51,9,53.43
7,51,10,56.79
7,51,11,59.17
7,51,12,60.62
7,51,13,56.84
7,51,14,60.8
7,51,15,49.05
7,51,16,47.0
7,51,17,46.94
7,51,18,48.6
7,51,19,50.28
7,51,20,51.33
7,51,21,51.94
7,51,22,51.06
7,51,23,50.8
7,51,24,60.93
7,51,25,52.09
7,51,26,54.11
7,51,27,54.42
7,51,28,55.36
7,51,29,53.23
7,51,30,52.29
7,51,31,51.67
7,51,32,51.41
7,51,33,50.93
7,51,34,60.84
7,51,35,51.13
7,51,36,52.66
7,51,37,53.24
7,51,38,53.02
7,51,39,50.01
7,51,40,50.69
7,51,41,50.5
7,51,42,50.33
7,51,43,48.44
7,51,44,60.72
7,51,45,47.91
7,51,46,47.94
7,51,47,49.72
7,51,48,49.93
7,51,49,50.78
7,51,50,49.79
7,51,51,50.7
7,51,52,52.36
7,51,53,52.04
7,51,54,60.9
7,51,55,51.53
7,51,56,52.86
7,51,57,52.35
7,51,58,52.61
7,51,59,80.07
7,52,0,49.95
7,52,1,50.2
7,52,2,49.27
7,52,3,49.36
7,52,4,61.56
7,52,5,47.84
7,52,6,48.24
7,52,7,50.21
7,52,8,52.06
7,52,9,52.21
7,52,10,58.29
7,52,11,59.7
7,52,12,59.2
7,52,14,62.12
7,52,15,64.91
7,52,16,62.1
7,52,17,63.06
7,52,18,63.67
7,52,19,61.39
7,52,20,58.05
7,52,21,55.0
7,52,22,53.12
7,52,23,50.8
7,52,24,49.94
7,52,25,60.74
7,52,26,50.67
7,52,27,50.05
7,52,28,48.81
7,52,29,48.14
7,52,30,49.16
7,52,31,50.56
7,52,32,49.74
7,52,33,49.16
7,52,34,49.0
7,52,35,61.1
7,52,36,50.95
7,52,37,54.19
7,52,38,55.92
7,52,39,55.21
7,52,40,54.34
7,52,41,53.61
7,52,42,52.11
7,52,43,50.62
7,52,44,52.63
7,52,45,61.32
7,52,46,51.52
7,52,47,49.05
7,52,48,48.18
7,52,49,48.19
7,52,50,48.73
7,52,51,49.55
7,52,52,51.34
7,52,53,55.05
7,52,54,54.55
7,52,55,60.89
7,52,56,51.12
7,52,57,52.77
7,52,58,55.72
7,52,59,56.74
7,53,0,56.05
7,53,1,57.52
7,53,2,56.33
7,53,3,54.51
7,53,4,54.12
7,53,5,61.68
7,53,6,51.72
7,53,7,50.29
7,53,8,51.2
7,53,9,54.91
7,53,10,54.98
7,53,11,54.1
7,53,12,52.08
7,53,13,51.24
7,53,14,52.44
7,53,15,60.94
7,53,16,51.91
7,53,17,53.82
7,53,18,57.03
7,53,19,57.36
7,53,20,56.95
7,53,21,58.81
7,53,22,57.37
7,53,23,56.0
7,53,24,52.73
7,53,25,61.76
7,53,26,55.57
7,53,27,55.64
7,53,28,52.7
7,53,29,51.96
7,53,30,51.32
7,53,31,50.43
7,53,32,50.29
7,53,33,51.1
7,53,34,49.42
7,53,35,61.03
7,53,36,53.82
7,53,37,55.36
7,53,38,52.65
7,53,39,50.03
7,53,40,49.09
7,53,41,47.89
7,53,42,48.61
7,53,43,49.59
7,53,44,49.97
7,53,45,63.48
7,53,46,50.59
7,53,47,51.04
7,53,48,50.53
7,53,49,49.2
7,53,50,50.59
7,53,51,51.48
7,53,52,53.11
7,53,53,52.17
7,53,54,53.45
7,53,55,63.85
7,53,56,59.32
7,53,57,62.78
7,53,58,61.84
7,53,59,58.06
7,54,0,52.11
7,54,1,50.36
7,54,2,49.49
7,54,3,49.44
7,54,4,52.61
7,54,5,61.11
7,54,6,53.59
7,54,7,56.05
7,54,8,54.52
7,54,10,54.66
7,54,11,56.04
7,54,12,55.69
7,54,13,56.78
7,54,14,57.04
7,54,15,56.54
7,54,16,62.05
7,54,17,56.26
7,54,18,57.02
7,54,19,61.39
7,54,20,61.02
7,54,21,57.85
7,54,22,57.07
7,54,23,56.49
7,54,24,54.38
7,54,25,54.15
7,54,26,62.26
7,54,27,54.29
7,54,28,54.56
7,54,29,54.44
7,54,30,53.85
7,54,31,53.44
7,54,32,53.23
7,54,33,52.98
7,54,34,54.09
7,54,35,52.72
7,54,36,61.71
7,54,37,49.46
7,54,38,50.36
7,54,39,51.57
7,54,40,52.46
7,54,41,52.27
7,54,42,55.9
7,54,43,56.64
7,54,44,54.6
7,54,45,53.36
7,54,46,61.04
7,54,47,53.82
7,54,48,53.16
7,54,49,52.82
7,54,50,52.3
7,54,51,51.29
7,54,52,49.2
7,54,53,47.56
7,54,54,47.24
7,54,55,48.3
7,54,56,60.68
7,54,57,51.62
7,54,58,52.26
7,54,59,51.69
7,55,0,51.55
7,55,1,50.97
7,55,2,49.93
7,55,3,49.67
7,55,4,54.74
7,55,5,54.22
7,55,6,61.68
7,55,7,54.37
7,55,8,51.08
7,55,9,50.46
7,55,10,50.07
7,55,11,51.48
7,55,12,53.41
7,55,13,52.7
7,55,14,52.5
7,55,15,52.56
7,55,16,61.11
7,55,17,51.02
7,55,18,49.37
7,55,19,48.93
7,55,20,50.0
7,55,21,49.93
7,55,22,48.9
7,55,23,48.55
7,55,24,48.54
7,55,25,48.79
7,55,26,62.41
7,55,27,48.04
7,55,28,47.54
7,55,29,48.01
7,55,30,50.89
7,55,31,54.16
7,55,32,54.56
7,55,33,56.89
7,55,34,56.04
7,55,35,58.0
7,55,36,64.22
7,55,37,63.04
7,55,38,59.67
7,55,39,56.09
7,55,40,54.34
7,55,41,55.06
7,55,42,54.6
7,55,43,51.52
7,55,44,48.18
7,55,45,46.98
7,55,46,60.68
7,55,47,46.61
7,55,48,46.69
7,55,49,45.64
7,55,50,45.43
7,55,51,46.07
7,55,52,46.16
7,55,53,46.09
7,55,54,46.35
7,55,55,46.59
7,55,56,60.94
7,55,57,47.29
7,55,58,48.28
7,55,59,48.78
7,56,0,50.18
7,56,1,51.62
7,56,2,52.74
7,56,3,54.08
7,56,4,54.82
7,56,5,56.58
7,56,7,61.58
7,56,8,57.16
7,56,9,56.98
7,56,10,55.73
7,56,11,57.87
7,56,12,58.74
7,56,13,55.87
7,56,14,53.6
7,56,15,50.73
7,56,16,49.34
7,56,17,60.55
7,56,18,47.87
7,56,19,50.54
7,56,20,48.64
7,56,21,48.3
7,56,22,48.4
7,56,23,48.41
7,56,24,50.31
7,56,25,52.25
7,56,26,53.63
7,56,27,61.44
7,56,28,53.96
7,56,29,53.54
7,56,30,53.74
7,56,31,54.96
7,56,32,56.76
7,56,33,56.7
7,56,34,55.96
7,56,35,53.79
7,56,36,52.67
7,56,37,61.06
7,56,38,49.29
7,56,39,50.61
7,56,40,48.3
7,56,41,47.61
7,56,42,48.07
7,56,43,48.22
7,56,44,50.1
7,56,45,50.1
7,56,46,48.25
7,56,47,60.68
7,56,48,46.44
7,56,49,46.24
7,56,50,46.53
7,56,51,46.26
7,56,52,46.72
7,56,53,47.49
7,56,54,53.97
7,56,55,50.68
7,56,56,51.7
7,56,57,61.11
7,56,58,51.52
7,56,59,50.83
7,57,0,49.08
7,57,1,49.08
7,57,2,47.47
7,57,3,46.62
7,57,4,46.13
7,57,5,45.87
7,57,6,45.62
7,57,7,60.82
7,57,8,45.06
7,57,9,45.86
7,57,10,46.45
7,57,11,47.48
7,57,12,49.75
7,57,13,50.79
7,57,14,51.83
7,57,15,52.47
7,57,16,53.18
7,57,17,60.99
7,57,18,49.7
7,57,19,50.8
7,57,20,52.42
7,57,21,51.73
7,57,22,49.94
7,57,23,47.75
7,57,24,46.54
7,57,25,45.94
7,57,26,45.18
7,57,27,60.61
7,57,28,44.99
7,57,29,45.84
7,57,30,45.34
7,57,31,46.4
7,57,32,46.24
7,57,33,47.04
7,57,34,47.71
7,57,35,47.6
7,57,36,46.67
7,57,37,60.57
7,57,38,49.24
7,57,39,48.12
7,57,40,49.72
7,57,41,50.6
7,57,42,54.75
7,57,43,57.87
7,57,44,56.22
7,57,45,51.97
7,57,46,48.7
7,57,47,60.9
7,57,48,46.66
7,57,49,46.67
7,57,50,44.94
7,57,51,44.87
7,57,52,45.28
7,57,53,44.87
7,57,54,43.81
7,57,55,44.01
7,57,56,46.26
7,57,57,60.77
7,57,58,50.67
7,57,59,51.62
7,58,0,52.18
7,58,1,55.03
7,58,2,56.8
7,58,4,57.54
7,58,5,55.51
7,58,6,53.95
7,58,7,53.13
7,58,8,61.05
7,58,9,50.42
7,58,10,49.94
7,58,11,51.43
7,58,12,49.95
7,58,13,51.79
7,58,14,53.06
7,58,15,53.27
7,58,16,52.53
7,58,17,54.99
7,58,18,61.03
7,58,19,51.95
7,58,20,51.8
7,58,21,50.39
7,58,22,51.11
7,58,23,50.0
7,58,24,52.48
7,58,25,51.57
7,58,26,52.15
7,58,27,51.36
7,58,28,61.02
7,58,29,50.71
7,58,30,50.15
7,58,31,48.35
7,58,32,49.08
7,58,33,49.32
7,58,34,49.12
7,58,35,50.42
7,58,36,51.63
7,58,37,50.43
7,58,38,60.82
7,58,39,48.66
7,58,40,49.72
7,58,41,50.5
7,58,42,50.63
7,58,43,51.58
7,58,44,50.83
7,58,45,49.35
7,58,46,46.9
7,58,47,46.03
7,58,48,60.82
7,58,49,46.13
7,58,50,46.88
7,58,51,48.21
7,58,52,48.43
7,58,53,49.96
7,58,54,51.2
7,58,55,51.94
7,58,56,53.01
7,58,57,52.34
7,58,58,60.81
7,58,59,51.15
7,59,0,49.57
7,59,1,48.95
7,59,2,49.88
7,59,3,49.11
7,59,4,49.41
7,59,5,50.88
7,59,6,50.03
7,59,7,49.6
7,59,8,60.77
7,59,9,47.18
7,59,10,48.97
7,59,11,48.0
7,59,12,48.15
7,59,13,49.13
7,59,14,47.75
7,59,15,49.7
7,59,16,50.26
7,59,17,52.28
7,59,18,62.08
7,59,19,59.39
7,59,20,58.92
7,59,21,56.19
